id,project_name,title,description,name_categories,token_name,proof_archive_link,technical_issue,token_address,token_addresses,logo_link,date,scam_updates,proof_link,website_link,webarchive_link,twitter_link,telegram_link,our_post_link,funds_lost,funds_returned,funds_by_chains,funds_recovered,active,git_hub,git_hub_contract_link,discord,bug_bounty_program_link,bug_bounty_program_company,audit_code_conf,is_verified_source_code,is_public_team,scam_type,network,scamNetworks,auditedBy
378,DOGEMASK,DOGEMASK,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,DOGEMASK,,,0x544c2c5a6ffae3606a0a6413f02c3a033bad9c20,[],safe/files/scamDatabase/logo/60e6fb08ad612.png,2021-6-15,[],https://tokensniffer.com/exploit/Reported%20by%20user(s),,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 378, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
377,EverLife,EverLife,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.</p>",Token,Life,,,0xd70f3c0a77eff70a248d1291ab41964e3029cac2,[],safe/files/scamDatabase/logo/60e6fad1f290f.png,,[],"https://twitter.com/Token_Sniffer/status/1381346761566916614, https://cryptot3ddybear.gitlab.io/blog/posts/scam-explained-bsc-stealthy-lp-block/",,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 377, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
375,ICOS,ICOS,,Token,ICOS,,,0x014b50466590340d41307cc54dcee990c8d58aa8,[],safe/files/scamDatabase/logo/60e6f21e01517.png,,[],"https://github.com/The-Blockchain-Association/sec-notice-list, https://www.sec.gov/spotlight/cybersecurity-enforcement-actions",,,,,,0,0,[],,1,,,,,,,,,"{'id': 19, 'type': 'Other'}",{},"[{'networks_id': 1, 'scam_database_id': 375, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
374,FLiK,FLiK,,Token,FLIK,,,0x17fd666fa0784885fa1afec8ac624d9b7e72b752,[],safe/files/scamDatabase/logo/60e6f1aed9ffb.png,,[],"https://github.com/The-Blockchain-Association/sec-notice-list, https://www.sec.gov/spotlight/cybersecurity-enforcement-actions",,,,,,0,0,[],,1,,,,,,,,,"{'id': 19, 'type': 'Other'}",{},"[{'networks_id': 1, 'scam_database_id': 374, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
373,Oyster,Oyster,,Token,PRL,,,0x1844b21593262668b7248d0f57a220caaba46ab9,[],safe/files/scamDatabase/logo/60e6e9afd3004.png,,[],"https://github.com/The-Blockchain-Association/sec-notice-list, https://www.sec.gov/spotlight/cybersecurity-enforcement-actions",,,,,,0,0,[],,1,,,,,,,,,"{'id': 19, 'type': 'Other'}",{},"[{'networks_id': 1, 'scam_database_id': 373, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
371,AstroDoge,AstroDoge,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.</p>",Token,ADG,,,0x149f3615a93b000eb8c8c34fc3a7a013cb673937,[],safe/files/scamDatabase/logo/60e6e70bd047d.png,2021-6-16,[],https://twitter.com/Token_Sniffer/status/1374999601485291522,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 371, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
370,DRAGON INU,DRAGON INU,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,DRAGON INU,,,0x6b5d65dc89f0e0c1ba21f31bdfad5f526df47acb,[],safe/files/scamDatabase/logo/60e6e6ca34c17.png,2021-6-16,[],https://twitter.com/Token_Sniffer/status/1390015526294810624,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 370, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
369,GoldenShiba,GoldenShiba,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.</p>",Token,GSA,,,0x7b4bbb75f063f3d8d3c035a7406ad0669c2716c9,[],safe/files/scamDatabase/logo/60e6e665a9083.png,,[],https://twitter.com/Token_Sniffer/status/1374999601485291522,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 369, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
368,MoonMiner,MoonMiner,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,MoonMiner,,,0x2e1071ca0e4074fe696e172be2986fec3bfb1912,[],safe/files/scamDatabase/logo/60e6e605879a1.png,,[],https://twitter.com/Token_Sniffer/status/1401245620908609536,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 368, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
367,CatRocket,CatRocket,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,CROCKET,,,0x13286df67bdab5e8d491bda57205199b398c7b06,[],safe/files/scamDatabase/logo/60e6e5d35024b.png,,[],"https://twitter.com/Token_Sniffer/status/1381346761566916614, https://cryptot3ddybear.gitlab.io/blog/posts/scam-explained-bsc-stealthy-lp-block/",,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 1, 'scam_database_id': 367, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
366,CosmoKitty,CosmoKitty,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,COSMO,,,0xfb10320dc9c6a2adbbd1e4ba03926aa3dc7b5227,[],safe/files/scamDatabase/logo/60e6e58a3b911.png,2021-6-17,[],https://bscscan.com/token/0xfb10320dc9c6a2adbbd1e4ba03926aa3dc7b5227#comments,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 366, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
365,Binance-Peg Polygon,Binance-Peg Polygon,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.</p>",Token,MATIC,,,0xbf503323ed671fd7347261740a1f83d37bfa09a9,[],safe/files/scamDatabase/logo/60e6e54e75095.png,2021-9-7,[],"https://twitter.com/Token_Sniffer/status/1381346761566916614, https://cryptot3ddybear.gitlab.io/blog/posts/scam-explained-bsc-stealthy-lp-block/",,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 365, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
363,BitSpawn Token,BitSpawn Token,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,SPWN,,,0x681a0855ca1755df7d27bb931fb03a8f942d7425,[],safe/files/scamDatabase/logo/60e6e3ec7724d.png,2021-6-17,[],https://twitter.com/Token_Sniffer/status/1374999601485291522,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 1, 'scam_database_id': 363, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
362,Defi Land,Defi Land,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Borrowing and Lending,DFL,,,0xdd4164fc65eeed67fc547e01324a4076b0776980,[],safe/files/scamDatabase/logo/60e6e3112beb4.png,2021-6-17,[],https://twitter.com/Token_Sniffer/status/1374999601485291522,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 1, 'scam_database_id': 362, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
361,Human Protocol,Human Protocol,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.</p>",Token,Hhuman,,,0x220709928cfc90a1214b6d130f31ee7becb78951,[],safe/files/scamDatabase/logo/60e6e2e0d0787.png,2021-6-17,[],"https://twitter.com/Token_Sniffer/status/1381346761566916614, https://cryptot3ddybear.gitlab.io/blog/posts/scam-explained-bsc-stealthy-lp-block/",,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 361, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
360,GoldenDoge,GoldenDoge,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.</p>",Token,GOD,,,0x28dcf6e28f629a70912c18f38b3028200821add5,[],safe/files/scamDatabase/logo/60e6de1fbafe7.png,,[],https://twitter.com/Token_Sniffer/status/1374999601485291522,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 360, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
359,Saiba Neko,Saiba Neko,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,SAIBA,,,0x0ef983e02f9a5c0bff79062c26289283ea7e6d24,[],safe/files/scamDatabase/logo/60e6ddea6636c.png,2021-6-17,[],"https://twitter.com/Token_Sniffer/status/1381346761566916614, https://cryptot3ddybear.gitlab.io/blog/posts/scam-explained-bsc-stealthy-lp-block/",,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 359, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
358,BitClave,BitClave,,Yield Aggregator,CAT,,,0x1234567461d3f8db7496581774bd869c83d51c93,[],safe/files/scamDatabase/logo/60e6ddab02f6a.png,,[],"https://github.com/The-Blockchain-Association/sec-notice-list, https://www.sec.gov/spotlight/cybersecurity-enforcement-actions",,,,,,0,0,[],,1,,,,,,,,,"{'id': 19, 'type': 'Other'}",{},"[{'networks_id': 1, 'scam_database_id': 358, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
357,Neptun,Neptun,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,NEPTUN,,,0xcb0d8d81ab049df05f3feaf2a803ffb6d274a53b,[],safe/files/scamDatabase/logo/60e6dda74b457.png,,[],"https://twitter.com/Token_Sniffer/status/1401245620908609536, https://bscscan.com/token/0xcB0d8d81AB049DF05f3FEAf2a803ffB6d274a53b#comments",,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 357, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
356,Hex-Mex,Hex-Mex,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Exchange (DEX),MEX,,,0x53f86430948d27702d73acc112b2c73ac5c01dde,[],safe/files/scamDatabase/logo/60e6dd5cda794.png,2021-6-18,[],https://twitter.com/Token_Sniffer/status/1374999601485291522,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 1, 'scam_database_id': 356, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
355,plex,plex,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,PLEX,,,0x502186974059626435a8d544d8226cf7bb524192,[],safe/files/scamDatabase/logo/60e6dd2c5d305.png,2021-6-18,[],"https://twitter.com/Token_Sniffer/status/1380219360631906307, https://cryptot3ddybear.gitlab.io/blog/posts/scam-explained-bsc-noapproval/",,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 1, 'scam_database_id': 355, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
354,ZUMBA MARS,ZUMBA MARS,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,ZUMBAMARS,,,0xaacb1b205345a7b99228dfdc3a7d321b51ca95c0,[],safe/files/scamDatabase/logo/60e6dcf67f438.png,2021-6-18,[],https://tokensniffer.com/exploit/Reported%20by%20user(s),,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 354, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
353,PolyTools,PolyTools,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,PTOOLS,,,0x82589d6afcbc17aa4aa7fe14d6bf2ff42fdcaca6,[],safe/files/scamDatabase/logo/60e6dcbed1501.png,,[],https://twitter.com/Token_Sniffer/status/1374999601485291522,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 137, 'scam_database_id': 353, 'networks': {'id': 137, 'name': 'Polygon', 'icon_link': 'safe/files/network/polygon.png'}}]",[]
352,WD,WD,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,Watermelon Dip,,,0x56e8bc8ff4de4fc187b052186c4727985fb12eb5,[],safe/files/scamDatabase/logo/60e6dc7cbbf36.png,,[],"https://twitter.com/Token_Sniffer/status/1381346761566916614, https://cryptot3ddybear.gitlab.io/blog/posts/scam-explained-bsc-stealthy-lp-block/",,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 352, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
351,UglyInu,UglyInu,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,UGI,,,0x03d49dc5c4fb3429cacefbbaa0a4336facfe6de0,[],safe/files/scamDatabase/logo/60e6dc362ea6f.png,,[],https://twitter.com/Token_Sniffer/status/1374999601485291522,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 351, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
350,MoonRabit,MoonRabit,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,MRT,,,0x4c6067b07af32affa854e397374b302d71728861,[],safe/files/scamDatabase/logo/60e6d97e4fc49.png,,[],https://twitter.com/Token_Sniffer/status/1374999601485291522,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 350, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
349,SuperSonicShiba,SuperSonicShiba,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,SSSHIBA,,,0x266d01d6541e80426f5e6d8a3d58dc030705909c,[],safe/files/scamDatabase/logo/60e6d9459976a.png,,[],https://twitter.com/Token_Sniffer/status/1390015526294810624,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 349, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
348,HEXICO,HEXICO,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,HEXICO,,,0xf942136ec27d631f4f2ecf0e5a3957296e638c97,[],safe/files/scamDatabase/logo/60e6d90ef08d0.png,2021-6-18,[],https://twitter.com/Token_Sniffer/status/1374999601485291522,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 1, 'scam_database_id': 348, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
347,Burn,Burn,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,BURN,,,0x9c4d158ebdfa21f576a7629ccee8e70741e8102d,[],safe/files/scamDatabase/logo/60e6d8d9822bd.png,,[],https://twitter.com/Token_Sniffer/status/1401245620908609536,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 347, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
345,Platinum Coin,Platinum Coin,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,Platinum Coin,,,0x26fbe0feb717f8ede16db1b914d8d01bb90a4177,[],safe/files/scamDatabase/logo/60e6ccbeb7059.png,,[],https://twitter.com/Token_Sniffer/status/1406011193160994816,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 345, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
344,Knight,Knight,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,$Knight,,,0xc78df97c4044b1ca045a16d3b70d39658b140719,[],safe/files/scamDatabase/logo/60e6cafb8bb02.png,2021-6-19,[],"https://twitter.com/Token_Sniffer/status/1381346761566916614, https://cryptot3ddybear.gitlab.io/blog/posts/scam-explained-bsc-stealthy-lp-block/",,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 344, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
343,Pera Finance,Pera Finance,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,$Pera,,,0xcb0ff1a87deffbe315b8084c3aa708f5d8f74a38,[],safe/files/scamDatabase/logo/60e6cabd1357c.png,2021-7-9,[],"https://twitter.com/Token_Sniffer/status/1381346761566916614, https://cryptot3ddybear.gitlab.io/blog/posts/scam-explained-bsc-stealthy-lp-block/",,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 343, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
342,CSHIBA,CSHIBA,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,CSHIBA,,,0x3506f32a6f2809d103073b0cd3cb5a9b4a6c8167,[],safe/files/scamDatabase/logo/60e6ca3dc2b36.png,,[],"https://twitter.com/Token_Sniffer/status/1380219360631906307, https://cryptot3ddybear.gitlab.io/blog/posts/scam-explained-bsc-noapproval/",,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 1, 'scam_database_id': 342, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
341,MoonRise,MoonRise,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,MRS,,,0xf93d9b036b4e809fede16dce645f52a8bf03a5d2,[],safe/files/scamDatabase/logo/60e6c9ca2a0e1.png,2021-6-19,[],https://twitter.com/Token_Sniffer/status/1374999601485291522,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 341, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
340,PulseChain,PulseChain,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.</p>",Token,PLS,,,0x40eb49c971bceda8ea9998256aa7375f6bf05e90,[],safe/files/scamDatabase/logo/60e6c95a773b4.png,2021-6-19,[],https://twitter.com/Token_Sniffer/status/1374999601485291522,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 1, 'scam_database_id': 340, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
339,MoonSquad,MoonSquad,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,MoonSquad,,,0xe327fd5c37b8fabc971ac748abc775df90cbb26d,[],safe/files/scamDatabase/logo/60e6c79872909.png,2021-6-19,[],https://twitter.com/Token_Sniffer/status/1390015526294810624,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 339, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
338,AmpChain,AmpChain,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,APC,,,0x0af933bf337abeb0fc0c16ea452d22f890fdaf62,[],safe/files/scamDatabase/logo/60e6c73139a0c.png,2021-6-19,[],https://twitter.com/Token_Sniffer/status/1374999601485291522,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 1, 'scam_database_id': 338, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
337,Player 2,Player 2,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,PLAYER,,,0x3fd2ea6e519b214bf59904e7578a35dc2ebc2990,[],safe/files/scamDatabase/logo/60e6c629132af.png,2021-6-19,[],https://twitter.com/Token_Sniffer/status/1390015526294810624,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 337, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
336,OnlyFanGirls,OnlyFanGirls,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,$OFG,,,0xf50bea44efa28c4db4ebcb365cd98b016a55a79e,[],safe/files/scamDatabase/logo/60e6c0e6bca52.png,,[],"https://twitter.com/Token_Sniffer/status/1381346761566916614, https://cryptot3ddybear.gitlab.io/blog/posts/scam-explained-bsc-stealthy-lp-block/",,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 336, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
335,TIKI,TIKI,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,TIKI,,,0x012ca27a7700891ac5768868bed88d210f2aa61c,[],safe/files/scamDatabase/logo/60e6c08ab6334.png,,[],"https://twitter.com/Token_Sniffer/status/1381346761566916614, https://cryptot3ddybear.gitlab.io/blog/posts/scam-explained-bsc-stealthy-lp-block/",,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 335, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
334,2Crazy,2Crazy,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,2CRZ,,,0x519395b081377deadc4dac4ec2c1e600ddea9e70,[],safe/files/scamDatabase/logo/60e6bbf417edc.png,2021-6-20,[],https://twitter.com/Token_Sniffer/status/1374999601485291522,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 1, 'scam_database_id': 334, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
333,OniChan,OniChan,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,OniChan,,,0xd11e666911c23ffff2ca3a1475fc72b63e898dae,[],safe/files/scamDatabase/logo/60e6bbaf802b2.png,,[],https://twitter.com/Token_Sniffer/status/1390015526294810624,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 1, 'scam_database_id': 333, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
332,RAICHU TOKEN | raichutoken.com,RAICHU TOKEN | raichutoken.com,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,RAICHU | @raichutoken,,,0xe18cccde4c795e505c2edf1b3c50405849d35dd4,[],safe/files/scamDatabase/logo/60e6bb7d09542.png,2021-6-20,[],https://twitter.com/Token_Sniffer/status/1373698524961906691,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 1, 'scam_database_id': 332, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
331,Shiba Inu Bone,Shiba Inu Bone,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.</p>",Exchange (DEX),BONE,,,0xaf4a1046c019203a1a0951019b39c85aa931a4db,[],safe/files/scamDatabase/logo/60e6bb017d775.png,2021-6-20,[],https://twitter.com/Token_Sniffer/status/1374999601485291522,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 1, 'scam_database_id': 331, 'networks': {'id': 1, 'name': 'Ethereum', 'icon_link': 'safe/files/network/ethereum.png'}}]",[]
330,MoneyWulf,MoneyWulf,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,Wulf,,,0xe69382baaf121fb89f9ee8a51e177ee45e39abd5,[],safe/files/scamDatabase/logo/60e6b9adda777.png,2021-6-20,[],https://twitter.com/Token_Sniffer/status/1390015526294810624,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 330, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
329,PepeRise,PepeRise,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,$PEPERISE,,,0x1afcbd629b5ae450d73402e28d4974c4a2d3666b,[],safe/files/scamDatabase/logo/60e6b95b8f55c.png,2021-6-20,[],"https://twitter.com/Token_Sniffer/status/1381346761566916614, https://cryptot3ddybear.gitlab.io/blog/posts/scam-explained-bsc-stealthy-lp-block/",,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 329, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
328,DogeLord,DogeLord,"<p>The contract owner could disable the transfer function, which restricted users in selling their tokens.<br><br></p>",Token,DLR,,,0xd80ae12b960ebab1e8860591959c3d9cfd1cca05,[],safe/files/scamDatabase/logo/60e6b91cddf73.png,,[],https://twitter.com/Token_Sniffer/status/1374999601485291522,,,,,,0,0,[],,1,,,,,,,,,"{'id': 7, 'type': 'Honeypot'}",{},"[{'networks_id': 56, 'scam_database_id': 328, 'networks': {'id': 56, 'name': 'Binance', 'icon_link': 'safe/files/network/bsc.png'}}]",[]
